全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.32
0.61
1.44
1.35
1.99
2.18
2.15
1.44
0.89
0.12
0.00
0.00
0.00
0.00
0.00
0.00
0.00
