全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.29
0.60
0.60
1.00
0.81
1.49
1.22
0.52
0.08
0.00
0.00
0.00
0.00
0.00
0.00
