全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.13
0.97
1.37
1.33
1.85
2.81
2.37
1.38
0.73
0.28
0.00
0.00
0.00
0.00
0.00
0.00
0.00
