全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.53
0.60
0.67
1.16
2.15
2.14
1.32
0.51
0.01
0.00
0.00
0.00
0.00
0.00
0.00
0.00
