全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.07
0.74
1.39
2.07
2.18
2.75
3.45
3.58
3.02
2.68
2.09
0.94
0.47
0.04
0.00
0.00
0.00
0.00
0.00
