全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.64
1.40
1.96
2.54
3.00
2.92
2.57
2.14
1.36
0.58
0.00
0.00
0.00
0.00
0.00
0.00
0.00
