全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.04
0.49
1.12
1.57
2.85
3.26
3.24
3.20
2.69
1.83
1.14
0.38
0.00
0.00
0.00
0.00
0.00
0.00
