全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.58
0.90
1.58
1.59
0.81
0.60
0.60
0.09
0.37
0.19
0.00
0.00
0.00
0.00
0.00
0.00
0.00
