全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.06
0.48
0.68
0.86
0.97
1.20
0.66
0.48
0.32
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
