全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.15
0.81
1.48
1.60
1.86
1.95
1.95
1.15
1.36
0.38
0.07
0.00
0.00
0.00
0.00
0.00
0.00
0.00
