全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.05
0.72
1.45
2.17
2.80
2.58
3.19
3.56
3.07
2.67
2.01
1.04
0.15
0.00
0.00
0.00
0.00
0.00
0.00
