全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.15
0.75
0.98
1.65
2.28
0.70
1.38
2.05
0.62
0.82
0.29
0.00
0.00
0.00
0.00
0.00
0.00
0.00
