全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.03
0.74
1.19
1.42
1.46
2.18
1.39
1.41
1.42
0.77
0.48
0.23
0.00
0.00
0.00
0.00
0.00
0.00
