全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.07
0.11
0.58
0.36
0.12
0.24
0.24
0.25
0.00
0.00
0.00
0.00
0.00
0.00
0.00
