全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.17
1.04
1.60
2.29
2.99
3.11
3.19
2.89
2.43
0.99
0.46
0.00
0.00
0.00
0.00
0.00
0.00
0.00
