全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.16
0.53
0.81
0.95
0.71
0.97
0.83
0.31
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
