全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.50
0.60
0.65
0.65
0.91
0.97
0.64
0.80
0.92
0.80
0.28
0.00
0.00
0.00
0.00
0.00
0.00
