全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.04
0.77
1.39
1.88
2.27
2.23
1.81
1.58
0.69
0.09
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
