全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.33
0.92
1.84
2.41
2.77
2.19
2.18
1.62
0.44
0.05
0.00
0.00
0.00
0.00
0.00
0.00
0.00
