全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.51
0.98
1.79
2.78
3.00
3.58
3.59
2.94
2.74
1.82
1.19
0.37
0.00
0.00
0.00
0.00
0.00
0.00
