全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.24
1.27
1.97
2.47
2.31
2.18
1.98
2.07
2.03
1.31
0.57
0.10
0.00
0.00
0.00
0.00
0.00
0.00
