全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.26
0.94
1.68
2.39
2.89
3.00
3.00
2.59
2.03
1.35
0.56
0.00
0.00
0.00
0.00
0.00
0.00
0.00
