全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.22
0.37
0.65
1.03
0.85
1.26
0.57
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
