全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.17
0.17
0.55
0.52
0.05
0.53
0.71
0.19
0.00
0.00
0.00
0.00
0.00
0.00
0.00
