全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.45
0.78
0.93
1.43
1.14
0.84
0.60
0.35
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
