全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.21
1.04
1.73
2.26
2.31
1.82
1.94
0.65
0.29
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
