全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.58
1.26
1.58
2.34
2.96
3.21
3.50
3.01
2.17
1.44
0.71
0.37
0.00
0.00
0.00
0.00
0.00
0.00
