全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.22
0.81
1.23
1.15
1.40
1.39
1.89
1.32
1.00
0.86
0.35
0.00
0.00
0.00
0.00
0.00
0.00
0.00
