全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.21
0.52
0.59
1.23
0.65
0.63
0.14
0.07
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
