全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.28
0.92
2.03
2.57
1.50
1.73
3.10
2.95
2.46
1.15
0.48
0.19
0.00
0.00
0.00
0.00
0.00
0.00
