全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.36
1.02
1.67
2.30
2.97
3.44
3.35
3.00
2.49
1.73
0.80
0.15
0.00
0.00
0.00
0.00
0.00
0.00
