全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.50
0.87
1.79
2.21
2.29
2.11
1.85
1.30
0.72
0.16
0.00
0.00
0.00
0.00
0.00
0.00
0.00
