全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.48
0.69
0.75
1.24
0.80
0.60
0.60
0.47
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
