全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.07
0.72
1.41
1.97
2.40
2.40
2.40
2.12
1.59
0.91
0.06
0.00
0.00
0.00
0.00
0.00
0.00
0.00
