全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.15
0.65
1.07
0.87
1.49
1.23
1.18
1.12
0.82
0.64
0.31
0.00
0.00
0.00
0.00
0.00
0.00
0.00
