全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.24
0.60
0.87
1.20
2.12
1.37
1.20
1.14
1.11
1.11
0.65
0.45
0.00
0.00
0.00
0.00
0.00
0.00
