全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.06
0.76
1.13
1.35
0.82
0.71
0.60
0.41
0.16
0.00
0.00
0.00
0.00
0.00
0.00
0.00
