全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.16
0.83
1.54
2.17
2.40
2.86
2.40
2.28
1.69
0.99
0.14
0.00
0.00
0.00
0.00
0.00
0.00
0.00
