全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.27
1.35
2.05
1.31
1.80
2.49
2.25
2.00
1.20
1.14
0.63
0.11
0.00
0.00
0.00
0.00
0.00
0.00
