全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.12
0.70
0.93
1.52
2.15
2.87
3.23
2.82
2.37
1.66
0.78
0.15
0.00
0.00
0.00
0.00
0.00
0.00
