全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.41
1.08
1.79
2.38
2.40
2.41
2.40
1.89
1.15
0.36
0.00
0.00
0.00
0.00
0.00
0.00
0.00
