全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.35
0.60
0.82
0.60
0.37
0.18
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
