全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.35
0.79
1.57
1.88
2.20
2.24
1.88
1.48
0.88
0.23
0.00
0.00
0.00
0.00
0.00
0.00
0.00
