全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.37
1.11
1.70
2.13
2.36
2.13
1.76
1.23
0.71
0.11
0.00
0.00
0.00
0.00
0.00
0.00
0.00
