全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.33
1.09
1.93
2.43
2.22
2.84
3.11
2.40
0.02
0.00
0.22
0.28
0.00
0.00
0.00
0.00
0.00
0.00
