全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.66
1.16
1.46
1.76
1.10
0.82
0.88
0.57
0.19
0.09
0.00
0.00
0.00
0.00
0.00
0.00
0.00
