全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.11
0.86
1.07
0.79
0.79
0.81
0.78
0.52
0.35
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
