全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.59
1.34
1.78
2.55
2.71
2.46
2.86
2.50
2.50
1.98
0.99
0.37
0.00
0.00
0.00
0.00
0.00
0.00
