全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.50
1.08
1.93
2.62
3.00
3.44
3.47
3.00
2.51
1.90
1.06
0.23
0.00
0.00
0.00
0.00
0.00
0.00
