全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.42
1.19
1.82
2.39
2.40
2.34
1.83
1.50
0.86
0.05
0.00
0.00
0.00
0.00
0.00
0.00
0.00
