全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.48
1.10
1.01
1.17
1.74
1.94
1.46
0.96
0.78
0.07
0.00
0.00
0.00
0.00
0.00
0.00
0.00
