全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.58
1.45
1.41
2.40
2.37
2.40
1.82
1.15
0.89
0.12
0.00
0.00
0.00
0.00
0.00
0.00
0.00
