全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.11
0.53
0.60
0.77
1.30
0.81
0.69
0.45
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
