全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.39
0.99
1.95
2.48
1.83
0.29
0.54
2.04
1.79
1.36
0.93
0.09
0.00
0.00
0.00
0.00
0.00
0.00
