全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.10
0.80
1.22
1.58
1.97
1.86
1.51
1.38
0.66
0.16
0.00
0.00
0.00
0.00
0.00
0.00
0.00
