全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.46
0.62
1.14
1.92
3.32
2.53
3.14
2.34
2.20
1.55
0.98
0.30
0.00
0.00
0.00
0.00
0.00
0.00
