全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.25
0.60
0.60
0.60
0.60
1.32
1.01
2.41
2.26
1.48
0.72
0.15
0.00
0.00
0.00
0.00
0.00
0.00
