全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.16
1.10
1.58
1.78
1.95
1.62
1.56
1.46
1.24
0.72
0.02
0.00
0.00
0.00
0.00
0.00
0.00
