全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.03
0.75
1.42
2.03
2.43
2.91
2.65
1.34
0.60
0.60
0.19
0.00
0.00
0.00
0.00
0.00
0.00
0.00
