全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.30
0.91
1.58
2.00
2.40
2.30
2.01
1.60
0.97
0.30
0.00
0.00
0.00
0.00
0.00
0.00
0.00
