全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.39
1.08
1.94
2.23
2.50
3.44
3.28
3.00
2.48
1.93
1.34
0.42
0.00
0.00
0.00
0.00
0.00
0.00
