全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.08
0.60
0.81
1.77
2.33
2.40
2.00
1.60
0.96
0.30
0.00
0.00
0.00
0.00
0.00
0.00
0.00
