全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.24
1.11
1.54
1.87
1.92
1.99
1.68
1.12
0.93
0.09
0.00
0.00
0.00
0.00
0.00
0.00
0.00
