全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.68
1.37
2.13
2.61
2.80
2.54
3.44
3.17
2.60
2.05
1.05
0.43
0.00
0.00
0.00
0.00
0.00
0.00
